0.033,0.028,0.032,0.006,0.023,0.042,0.008,0.157,0.054,0.004,0.012,0.258,0.266,0.018,0.030,0.014,0.066,0.020,0.267,0.329,1.000,0.064,0.063,0.005,0.029,0.001,0.042,0.031,0.038,0.007,0.018,0.005,0.081,0.068,0.006,0.020,0.092,0.029,0.541,0.004,0.005,0.017,0.084,0.090,0.211,0.031,0.017,0.045,0.048,0.094
0.235,0.015,0.051,0.126,0.052,0.190,0.111,0.186,0.179,0.080,0.113,0.101,0.119,0.153,0.104,0.009,0.116,0.117,0.037,0.036,0.064,1.000,0.061,0.099,0.048,0.033,0.224,0.194,0.012,0.028,0.101,0.163,0.014,0.096,0.030,0.015,0.007,0.015,0.025,0.084,0.089,0.063,0.040,0.216,0.026,0.279,0.030,0.017,0.013,0.030
0.190,0.007,0.067,0.402,0.569,0.181,0.322,0.018,0.004,0.417,0.482,0.025,0.021,0.271,0.262,0.035,0.238,0.281,0.007,0.041,0.063,0.061,1.000,0.851,0.486,0.144,0.035,0.015,0.038,0.036,0.154,0.277,0.016,0.041,0.020,0.019,0.012,0.038,0.065,0.530,0.471,0.338,0.014,0.016,0.026,0.124,0.606,0.426,0.019,0.025
0.317,0.009,0.022,0.383,0.546,0.126,0.310,0.008,0.022,0.197,0.261,0.025,0.006,0.190,0.209,0.014,0.167,0.211,0.006,0.013,0.005,0.099,0.851,1.000,0.752,0.167,0.033,0.047,0.007,0.056,0.105,0.214,0.013,0.027,0.053,0.009,0.015,0.014,0.033,0.504,0.340,0.329,0.023,0.018,0.017,0.102,0.657,0.520,0.009,0.020
0.168,0.027,0.065,0.096,0.303,0.131,0.234,0.036,0.042,0.062,0.081,0.064,0.047,0.086,0.124,0.019,0.174,0.119,0.014,0.037,0.029,0.048,0.486,0.752,1.000,0.320,0.096,0.125,0.039,0.054,0.120,0.189,0.016,0.048,0.083,0.042,0.006,0.021,0.026,0.286,0.146,0.080,0.040,0.060,0.038,0.203,0.614,0.368,0.036,0.020
0.549,0.009,0.306,0.546,0.211,0.321,0.291,0.078,0.065,0.161,0.218,0.026,0.035,0.491,0.327,0.013,0.606,0.471,0.012,0.029,0.001,0.033,0.144,0.167,0.320,1.000,0.063,0.010,0.011,0.067,0.532,0.623,0.020,0.033,0.015,0.011,0.014,0.002,0.021,0.155,0.249,0.103,0.014,0.100,0.019,0.431,0.159,0.068,0.003,0.023
0.083,0.008,0.125,0.016,0.048,0.073,0.101,0.305,0.316,0.063,0.077,0.051,0.168,0.184,0.106,0.013,0.049,0.160,0.056,0.124,0.042,0.224,0.035,0.033,0.096,0.063,1.000,0.928,0.018,0.001,0.056,0.083,0.018,0.077,0.014,0.005,0.024,0.005,0.056,0.055,0.005,0.020,0.031,0.246,0.057,0.076,0.056,0.041,0.011,0.039
0.030,0.016,0.065,0.027,0.031,0.028,0.063,0.127,0.140,0.048,0.071,0.008,0.214,0.170,0.130,0.012,0.031,0.159,0.110,0.047,0.031,0.194,0.015,0.047,0.125,0.010,0.928,1.000,0.009,0.016,0.012,0.058,0.018,0.107,0.007,0.006,0.015,0.010,0.068,0.085,0.038,0.030,0.030,0.206,0.038,0.191,0.058,0.069,0.012,0.036
0.012,0.058,0.034,0.032,0.015,0.006,0.003,0.024,0.030,0.013,0.011,0.016,0.022,0.008,0.010,0.628,0.019,0.009,0.038,0.028,0.038,0.012,0.038,0.007,0.039,0.011,0.018,0.009,1.000,0.010,0.014,0.005,0.034,0.005,0.086,0.741,0.054,0.077,0.028,0.028,0.014,0.015,0.025,0.019,0.018,0.016,0.012,0.019,0.068,0.040
0.047,0.016,0.016,0.100,0.068,0.023,0.036,0.045,0.052,0.075,0.110,0.020,0.018,0.009,0.053,0.045,0.039,0.033,0.026,0.020,0.007,0.028,0.036,0.056,0.054,0.067,0.001,0.016,0.010,1.000,0.055,0.023,0.021,0.033,0.685,0.034,0.022,0.031,0.042,0.011,0.107,0.194,0.026,0.026,0.015,0.080,0.142,0.149,0.025,0.016
0.461,0.005,0.066,0.538,0.277,0.164,0.235,0.025,0.031,0.198,0.171,0.017,0.021,0.396,0.355,0.005,0.826,0.542,0.037,0.011,0.018,0.101,0.154,0.105,0.120,0.532,0.056,0.012,0.014,0.055,1.000,0.537,0.021,0.035,0.068,0.018,0.015,0.013,0.023,0.118,0.151,0.200,0.018,0.039,0.023,0.359,0.087,0.234,0.014,0.024
0.574,0.011,0.106,0.461,0.144,0.401,0.355,0.028,0.035,0.066,0.155,0.016,0.007,0.913,0.725,0.000,0.651,0.871,0.058,0.055,0.005,0.163,0.277,0.214,0.189,0.623,0.083,0.058,0.005,0.023,0.537,1.000,0.002,0.066,0.060,0.009,0.005,0.006,0.009,0.051,0.103,0.031,0.016,0.064,0.003,0.470,0.085,0.040,0.004,0.018
0.018,0.039,0.011,0.016,0.020,0.011,0.007,0.022,0.023,0.012,0.007,0.041,0.039,0.008,0.007,0.040,0.037,0.021,0.036,0.045,0.081,0.014,0.016,0.013,0.016,0.020,0.018,0.018,0.034,0.021,0.021,0.002,1.000,0.064,0.016,0.127,0.834,0.046,0.041,0.013,0.016,0.018,0.791,0.024,0.083,0.019,0.002,0.004,0.022,0.080
0.030,0.015,0.032,0.029,0.048,0.038,0.053,0.383,0.368,0.007,0.037,0.104,0.114,0.016,0.011,0.027,0.032,0.025,0.212,0.317,0.068,0.096,0.041,0.027,0.048,0.033,0.077,0.107,0.005,0.033,0.035,0.066,0.064,1.000,0.025,0.036,0.064,0.015,0.028,0.005,0.010,0.006,0.016,0.109,0.207,0.066,0.022,0.014,0.009,0.199
0.074,0.013,0.020,0.172,0.093,0.023,0.163,0.057,0.067,0.170,0.054,0.007,0.011,0.092,0.180,0.026,0.038,0.089,0.021,0.028,0.006,0.030,0.020,0.053,0.083,0.015,0.014,0.007,0.086,0.685,0.068,0.060,0.016,0.025,1.000,0.104,0.037,0.031,0.011,0.016,0.087,0.153,0.011,0.032,0.037,0.062,0.101,0.105,0.015,0.020
0.005,0.207,0.035,0.029,0.005,0.013,0.012,0.012,0.023,0.011,0.007,0.038,0.041,0.008,0.008,0.148,0.001,0.013,0.024,0.015,0.020,0.015,0.019,0.009,0.042,0.011,0.005,0.006,0.741,0.034,0.018,0.009,0.127,0.036,0.104,1.000,0.113,0.086,0.050,0.027,0.008,0.020,0.130,0.016,0.039,0.004,0.012,0.049,0.170,0.032
0.020,0.036,0.005,0.014,0.016,0.007,0.007,0.013,0.026,0.020,0.015,0.018,0.052,0.004,0.004,0.063,0.022,0.010,0.029,0.049,0.092,0.007,0.012,0.015,0.006,0.014,0.024,0.015,0.054,0.022,0.015,0.005,0.834,0.064,0.037,0.113,1.000,0.035,0.032,0.008,0.012,0.016,0.533,0.019,0.104,0.028,0.006,0.011,0.025,0.071
0.018,0.195,0.020,0.036,0.031,0.019,0.015,0.027,0.025,0.048,0.029,0.023,0.037,0.006,0.011,0.079,0.007,0.008,0.014,0.030,0.029,0.015,0.038,0.014,0.021,0.002,0.005,0.010,0.077,0.031,0.013,0.006,0.046,0.015,0.031,0.086,0.035,1.000,0.021,0.013,0.014,0.040,0.036,0.011,0.017,0.015,0.008,0.019,0.552,0.022
0.080,0.047,0.026,0.025,0.036,0.010,0.012,0.124,0.039,0.021,0.014,0.056,0.065,0.018,0.003,0.029,0.046,0.011,0.118,0.238,0.541,0.025,0.065,0.033,0.026,0.021,0.056,0.068,0.028,0.042,0.023,0.009,0.041,0.028,0.011,0.050,0.032,0.021,1.000,0.023,0.031,0.014,0.080,0.102,0.085,0.054,0.013,0.008,0.012,0.152
0.236,0.020,0.066,0.400,0.638,0.077,0.186,0.018,0.015,0.616,0.547,0.024,0.030,0.043,0.043,0.008,0.130,0.058,0.010,0.008,0.004,0.084,0.530,0.504,0.286,0.155,0.055,0.085,0.028,0.011,0.118,0.051,0.013,0.005,0.016,0.027,0.008,0.013,0.023,1.000,0.780,0.398,0.009,0.032,0.012,0.187,0.617,0.558,0.026,0.012
0.093,0.006,0.031,0.293,0.455,0.094,0.250,0.024,0.004,0.718,0.684,0.033,0.016,0.114,0.139,0.010,0.023,0.081,0.004,0.014,0.005,0.089,0.471,0.340,0.146,0.249,0.005,0.038,0.014,0.107,0.151,0.103,0.016,0.010,0.087,0.008,0.012,0.014,0.031,0.780,1.000,0.478,0.008,0.014,0.017,0.171,0.454,0.511,0.015,0.019
0.143,0.004,0.023,0.540,0.661,0.063,0.100,0.026,0.011,0.367,0.461,0.013,0.004,0.042,0.115,0.019,0.074,0.026,0.024,0.027,0.017,0.063,0.338,0.329,0.080,0.103,0.020,0.030,0.015,0.194,0.200,0.031,0.018,0.006,0.153,0.020,0.016,0.040,0.014,0.398,0.478,1.000,0.015,0.049,0.009,0.063,0.196,0.580,0.015,0.012
0.009,0.018,0.008,0.005,0.019,0.011,0.014,0.044,0.023,0.003,0.006,0.069,0.059,0.017,0.027,0.063,0.019,0.016,0.029,0.033,0.084,0.040,0.014,0.023,0.040,0.014,0.031,0.030,0.025,0.026,0.018,0.016,0.791,0.016,0.011,0.130,0.533,0.036,0.080,0.009,0.008,0.015,1.000,0.064,0.076,0.015,0.007,0.014,0.024,0.069
0.086,0.016,0.129,0.058,0.071,0.083,0.020,0.351,0.486,0.036,0.040,0.140,0.072,0.027,0.050,0.002,0.071,0.044,0.169,0.199,0.090,0.216,0.016,0.018,0.060,0.100,0.246,0.206,0.019,0.026,0.039,0.064,0.024,0.109,0.032,0.016,0.019,0.011,0.102,0.032,0.014,0.049,0.064,1.000,0.168,0.027,0.034,0.023,0.013,0.041
0.009,0.028,0.028,0.022,0.031,0.033,0.006,0.148,0.141,0.009,0.005,0.117,0.098,0.001,0.015,0.024,0.021,0.006,0.131,0.051,0.211,0.026,0.026,0.017,0.038,0.019,0.057,0.038,0.018,0.015,0.023,0.003,0.083,0.207,0.037,0.039,0.104,0.017,0.085,0.012,0.017,0.009,0.076,0.168,1.000,0.038,0.005,0.004,0.040,0.754
0.227,0.005,0.319,0.211,0.134,0.098,0.382,0.098,0.094,0.134,0.124,0.026,0.099,0.604,0.589,0.011,0.347,0.474,0.038,0.067,0.031,0.279,0.124,0.102,0.203,0.431,0.076,0.191,0.016,0.080,0.359,0.470,0.019,0.066,0.062,0.004,0.028,0.015,0.054,0.187,0.171,0.063,0.015,0.027,0.038,1.000,0.050,0.070,0.020,0.061
0.283,0.006,0.080,0.254,0.468,0.058,0.180,0.042,0.031,0.283,0.236,0.010,0.020,0.061,0.073,0.005,0.086,0.097,0.029,0.014,0.017,0.030,0.606,0.657,0.614,0.159,0.056,0.058,0.012,0.142,0.087,0.085,0.002,0.022,0.101,0.012,0.006,0.008,0.013,0.617,0.454,0.196,0.007,0.034,0.005,0.050,1.000,0.644,0.001,0.011
0.256,0.013,0.013,0.516,0.691,0.055,0.081,0.034,0.020,0.323,0.392,0.013,0.015,0.059,0.084,0.018,0.072,0.067,0.066,0.053,0.045,0.017,0.426,0.520,0.368,0.068,0.041,0.069,0.019,0.149,0.234,0.040,0.004,0.014,0.105,0.049,0.011,0.019,0.008,0.558,0.511,0.580,0.014,0.023,0.004,0.070,0.644,1.000,0.006,0.005
0.019,0.845,0.013,0.030,0.014,0.005,0.009,0.002,0.006,0.032,0.010,0.007,0.013,0.005,0.016,0.158,0.018,0.002,0.020,0.035,0.048,0.013,0.019,0.009,0.036,0.003,0.011,0.012,0.068,0.025,0.014,0.004,0.022,0.009,0.015,0.170,0.025,0.552,0.012,0.026,0.015,0.015,0.024,0.013,0.040,0.020,0.001,0.006,1.000,0.021
0.034,0.057,0.037,0.031,0.009,0.057,0.014,0.128,0.133,0.014,0.014,0.019,0.024,0.008,0.013,0.024,0.042,0.026,0.096,0.067,0.094,0.030,0.025,0.020,0.020,0.023,0.039,0.036,0.040,0.016,0.024,0.018,0.080,0.199,0.020,0.032,0.071,0.022,0.152,0.012,0.019,0.012,0.069,0.041,0.754,0.061,0.011,0.005,0.021,1.000
